detected_at,sheet,type,text
2026-07-08 08:29:59,MIL,ADDED,Players Under Contract |  | 146962791.4 | 62891094.36 | 56726345 | 24373120 | 0 | 0 | BOLD = Option Year
2026-07-08 08:29:59,MIL,ADDED,"Full Season Contracts |  | 146962791.4 | 62891094.36 | 56726345 | 24373120 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:29:59,MIL,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 14"
2026-07-08 08:29:59,MIL,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 1"
2026-07-08 08:29:59,MIL,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 15"
2026-07-08 08:29:59,MIL,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 0"
2026-07-08 08:30:57,DET,REMOVED,"Harris, Tobias | 4 - CAP HOLD | 39951219.0 |  |  |  |  |  | 39951219"
2026-07-08 08:30:57,DET,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-08 08:30:57,DET,ADDED,"Harris, Gary | 1 - FULL SEASON | 3815861.0 |  |  |  |  |  | 3815861"
2026-07-08 08:30:57,DET,ADDED,"Prince, Taurean | 1 - FULL SEASON | 3815861.0 |  |  |  |  |  | 3815861"
2026-07-08 08:30:57,DET,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 215777965.6 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | 437474318.7"
2026-07-08 08:30:57,DET,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 183458468.6 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | 405154821.7"
2026-07-08 08:30:57,DET,REMOVED,Players Under Contract |  | 119741286 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | BOLD = Option Year
2026-07-08 08:30:57,DET,REMOVED,"Full Season Contracts |  | 119741286 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:30:57,DET,ADDED,Players Under Contract |  | 127373008 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | BOLD = Option Year
2026-07-08 08:30:57,DET,ADDED,"Full Season Contracts |  | 127373008 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:30:57,DET,REMOVED,Cap Holds |  | 96036679.58 | 0 | 0 | 0 | 0 | 0
2026-07-08 08:30:57,DET,ADDED,Cap Holds |  | 56085460.58 | 0 | 0 | 0 | 0 | 0
2026-07-08 08:30:57,DET,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 10"
2026-07-08 08:30:57,DET,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 5"
2026-07-08 08:30:57,DET,REMOVED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 3"
2026-07-08 08:30:57,DET,REMOVED, |  |  | Cap Holds |  | 5
2026-07-08 08:30:57,DET,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 12"
2026-07-08 08:30:57,DET,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 3"
2026-07-08 08:30:57,DET,ADDED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 1"
2026-07-08 08:30:57,DET,ADDED, |  |  | Cap Holds |  | 4
2026-07-08 08:30:57,MIL,ADDED,"LeVert, Caris | 1 - FULL SEASON | 14809200.0 |  |  |  |  |  | 14809200"
2026-07-08 08:30:57,MIL,REMOVED,"Harris, Gary | 1 - FULL SEASON | 3815861.0 |  |  |  |  |  | 3815861"
2026-07-08 08:30:57,MIL,REMOVED,"Prince, Taurean | 1 - FULL SEASON | 3815861.0 |  |  |  |  |  | 3815861"
2026-07-08 08:30:57,MIL,REMOVED,"LeVert, Caris | 1 - FULL SEASON | 14809200.0 |  |  |  |  |  | 14809200"
2026-07-08 08:30:57,MIL,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 203008970.5 | 91851644.23 | 85295148.2 | 55538317 | 0 | 0 | 435694079.9"
2026-07-08 08:30:57,MIL,ADDED, |  |  |  |  |  |  |  | 0
2026-07-08 08:30:57,MIL,ADDED, |  |  |  |  |  |  |  | 0
2026-07-08 08:30:57,MIL,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 195377248.5 | 91851644.23 | 85295148.2 | 55538317 | 0 | 0 | 428062357.9"
2026-07-08 08:30:57,MIL,REMOVED,Players Under Contract |  | 146962791.4 | 62891094.36 | 56726345 | 24373120 | 0 | 0 | BOLD = Option Year
2026-07-08 08:30:57,MIL,REMOVED,"Full Season Contracts |  | 146962791.4 | 62891094.36 | 56726345 | 24373120 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:30:57,MIL,ADDED,Players Under Contract |  | 139331069.4 | 62891094.36 | 56726345 | 24373120 | 0 | 0 | BOLD = Option Year
2026-07-08 08:30:57,MIL,ADDED,"Full Season Contracts |  | 139331069.4 | 62891094.36 | 56726345 | 24373120 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:30:57,MIL,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 15"
2026-07-08 08:30:57,MIL,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 0"
2026-07-08 08:30:57,MIL,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 13"
2026-07-08 08:30:57,MIL,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 2"
2026-07-08 08:31:57,DET,ADDED,"Jenkins, Daniss | 1 - FULL SEASON | 4000000.0 |  |  |  |  |  | 4000000"
2026-07-08 08:31:57,DET,ADDED,"Harris, Gary | 1 - FULL SEASON | 3815861.0 |  |  |  |  |  | 3815861"
2026-07-08 08:31:57,DET,ADDED,"Prince, Taurean | 1 - FULL SEASON | 3815861.0 |  |  |  |  |  | 3815861"
2026-07-08 08:31:57,DET,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-08 08:31:57,DET,REMOVED,"Harris, Gary | 1 - FULL SEASON | 3815861.0 |  |  |  |  |  | 3815861"
2026-07-08 08:31:57,DET,REMOVED,"Prince, Taurean | 1 - FULL SEASON | 3815861.0 |  |  |  |  |  | 3815861"
2026-07-08 08:31:57,DET,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-08 08:31:57,DET,ADDED,"Collins, John |  |  |  |  |  |  |  | 0"
2026-07-08 08:31:57,DET,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 183458468.6 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | 405154821.7"
2026-07-08 08:31:57,DET,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 187458468.6 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | 409154821.7"
2026-07-08 08:31:57,DET,REMOVED,Players Under Contract |  | 127373008 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | BOLD = Option Year
2026-07-08 08:31:57,DET,REMOVED,"Full Season Contracts |  | 127373008 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:31:57,DET,ADDED,Players Under Contract |  | 131373008 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | BOLD = Option Year
2026-07-08 08:31:57,DET,ADDED,"Full Season Contracts |  | 131373008 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:31:57,DET,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 12"
2026-07-08 08:31:57,DET,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 3"
2026-07-08 08:31:57,DET,REMOVED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 1"
2026-07-08 08:31:57,DET,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 13"
2026-07-08 08:31:57,DET,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 2"
2026-07-08 08:31:57,DET,ADDED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 0"
2026-07-08 08:32:57,LAC,REMOVED,"Collins, John | 4 - CAP HOLD | 39870000.0 |  |  |  |  |  | 39870000"
2026-07-08 08:32:57,LAC,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 273730233.7 | 83703891 | 18974669 | 16502837.32 | 0 | 0 | 392911631.1"
2026-07-08 08:32:57,LAC,ADDED, |  |  |  |  |  |  |  | 0
2026-07-08 08:32:57,LAC,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 233860233.7 | 83703891 | 18974669 | 16502837.32 | 0 | 0 | 353041631.1"
2026-07-08 08:32:57,LAC,REMOVED,Cap Holds |  | 114702977.9 | 0 | 0 | 0 | 0 | 0
2026-07-08 08:32:57,LAC,ADDED,Cap Holds |  | 74832977.88 | 0 | 0 | 0 | 0 | 0
2026-07-08 08:32:57,LAC,REMOVED, |  |  | Cap Holds |  | 9
2026-07-08 08:32:57,LAC,ADDED, |  |  | Cap Holds |  | 8
2026-07-08 08:32:57,WAS,REMOVED,"Russell, D'Angelo | 1 - FULL SEASON | 5969250.0 |  |  |  |  |  | 5969250"
2026-07-08 08:32:57,WAS,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 234362955.4 | 181986692.5 | 88305732 | 78853447.44 | 0 | 0 | 583508827.4"
2026-07-08 08:32:57,WAS,ADDED, |  |  |  |  |  |  |  | 0
2026-07-08 08:32:57,WAS,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 228393705.4 | 181986692.5 | 88305732 | 78853447.44 | 0 | 0 | 577539577.4"
2026-07-08 08:32:57,WAS,REMOVED,Players Under Contract |  | 187745541.9 | 181986692.5 | 88305732 | 78853447.44 | 0 | 0 | BOLD = Option Year
2026-07-08 08:32:57,WAS,REMOVED,"Full Season Contracts |  | 187745541.9 | 181986692.5 | 88305732 | 78853447.44 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:32:57,WAS,ADDED,Players Under Contract |  | 181776291.9 | 181986692.5 | 88305732 | 78853447.44 | 0 | 0 | BOLD = Option Year
2026-07-08 08:32:57,WAS,ADDED,"Full Season Contracts |  | 181776291.9 | 181986692.5 | 88305732 | 78853447.44 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:32:57,WAS,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 14"
2026-07-08 08:32:57,WAS,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 1"
2026-07-08 08:32:57,WAS,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 13"
2026-07-08 08:32:57,WAS,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 2"
2026-07-08 08:33:57,DET,ADDED,"Collins, John |  |  |  |  |  |  |  | 0"
2026-07-08 08:33:57,DET,REMOVED,"Collins, John |  |  |  |  |  |  |  | 0"
2026-07-08 08:33:57,GOS,REMOVED,"Post, Quinten | 5 - QUAL OFFER | 2649421.0 |  |  |  |  |  | 2649421"
2026-07-08 08:33:57,GOS,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 257184703.8 | 54516206 | 14812268 | 8899127.4 | 0 | 0 | 335412305.2"
2026-07-08 08:33:57,GOS,ADDED, |  |  |  |  |  |  |  | 0
2026-07-08 08:33:57,GOS,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 254535282.8 | 54516206 | 14812268 | 8899127.4 | 0 | 0 | 332762884.2"
2026-07-08 08:33:57,GOS,REMOVED,Qualifying Offers |  | 2649421 | 0 | 0 | 0 | 0 | 0
2026-07-08 08:33:57,GOS,ADDED,Qualifying Offers |  | 0 | 0 | 0 | 0 | 0 | 0
2026-07-08 08:33:57,PHL,REMOVED,"Grimes, Quentin | 4 - CAP HOLD | 16608297.1 |  |  |  |  |  | 16608297.1"
2026-07-08 08:33:57,PHL,REMOVED,"Oubre, Kelly | 4 - CAP HOLD | 15926085.0 |  |  |  |  |  | 15926085"
2026-07-08 08:33:57,PHL,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 249848855.4 | 207255956.5 | 211305126.7 | 16858870.2 | 0 | 0 | 685268808.8"
2026-07-08 08:33:57,PHL,ADDED, |  |  |  |  |  |  |  | 0
2026-07-08 08:33:57,PHL,ADDED, |  |  |  |  |  |  |  | 0
2026-07-08 08:33:57,PHL,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 217314473.3 | 207255956.5 | 211305126.7 | 16858870.2 | 0 | 0 | 652734426.7"
2026-07-08 08:33:57,PHL,REMOVED,Cap Holds |  | 44252877.1 | 0 | 0 | 0 | 0 | 0
2026-07-08 08:33:57,PHL,ADDED,Cap Holds |  | 11718495 | 0 | 0 | 0 | 0 | 0
2026-07-08 08:33:57,PHL,REMOVED, |  |  | Cap Holds |  | 7
2026-07-08 08:33:57,PHL,ADDED, |  |  | Cap Holds |  | 5
2026-07-08 08:34:57,DAL,ADDED,"Washington, PJ | 1 - FULL SEASON | 19813044.0 | 21398088.0 | 22983132.0 | 24568176.0 |  |  | 88762440"
2026-07-08 08:34:57,DAL,REMOVED,"Washington, PJ | 1 - FULL SEASON | 19813044.0 | 21398088.0 | 22983132.0 | 24568176.0 |  |  | 88762440"
2026-07-08 08:34:57,DAL,ADDED,"Flagg, Cooper | 1 - FULL SEASON | 14517480.0 | 15208680.0 | 19178145.0 |  |  |  | 48904305"
2026-07-08 08:34:57,DAL,REMOVED,"Middleton, Khris | 4 - CAP HOLD | 52629628.5 |  |  |  |  |  | 52629628.5"
2026-07-08 08:34:57,DAL,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 265627997.3 | 151524598.8 | 72082739 | 40339896.24 | 0 | 0 | 529575231.4"
2026-07-08 08:34:57,DAL,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 227515848.8 | 166733278.8 | 91260884 | 40339896.24 | 0 | 0 | 525849907.9"
2026-07-08 08:34:57,DAL,REMOVED,Players Under Contract |  | 181031758.8 | 148313382.6 | 72082739 | 40339896.24 | 0 | 0 | BOLD = Option Year
2026-07-08 08:34:57,DAL,REMOVED,"Full Season Contracts |  | 181031758.8 | 148313382.6 | 72082739 | 40339896.24 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:34:57,DAL,ADDED,Players Under Contract |  | 195549238.8 | 163522062.6 | 91260884 | 40339896.24 | 0 | 0 | BOLD = Option Year
2026-07-08 08:34:57,DAL,ADDED,"Full Season Contracts |  | 195549238.8 | 163522062.6 | 91260884 | 40339896.24 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:34:57,DAL,REMOVED,Cap Holds |  | 81385022.3 | 0 | 0 | 0 | 0 | 0
2026-07-08 08:34:57,DAL,ADDED,Cap Holds |  | 28755393.8 | 0 | 0 | 0 | 0 | 0
2026-07-08 08:34:57,DAL,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 15"
2026-07-08 08:34:57,DAL,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 16"
2026-07-08 08:34:57,DAL,REMOVED, |  |  | Cap Holds |  | 10
2026-07-08 08:34:57,DAL,ADDED, |  |  | Cap Holds |  | 9
2026-07-08 08:34:57,WAS,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-08 08:34:57,WAS,ADDED,"Middleton, Khris |  |  |  |  |  |  |  | 0"
2026-07-08 08:34:57,Luxury Tax Calculator,REMOVED,Luxury Tax | 0 | 13628752 | 0 | 0 | 0 | 0 | 0 | 23501723 | 0 | 0 | 972843 | 10706857.6 | 0 | 0 | 0 | 10244835 | 0 | 2536082 | 435790.92 | 28067811 | 64457758 | 29970320.04 | 17700978.3 | 29009155.52 | 6712130.274 | 16311062 | 0 | 8767635.14 | 0 | 0
2026-07-08 08:34:57,Luxury Tax Calculator,REMOVED,1st Incremental Tax Bracket | 0 | 17055000 | 0 | 0 | 0 | 0 | 0 | 17055000 | 0 | 0 | 972843 | 5685000 | 0 | 0 | 0 | 5685000 | 0 | 2536082 | 435790.92 | 5685000 | 5685000 | 5685000 | 5685000 | 17055000 | 5685000 | 5685000 | 0 | 5685000 | 0 | 0
2026-07-08 08:34:57,Luxury Tax Calculator,REMOVED,2nd Incremental Tax Bracket | 0 | 18476250 | 0 | 0 | 0 | 0 | 0 | 18476250 | 0 | 0 | 0 | 6277322 | 0 | 0 | 0 | 5699793.75 | 0 | 0 | 0 | 7106250 | 7106250 | 7106250 | 7106250 | 18476250 | 1283912.843 | 7106250 | 0 | 3853293.925 | 0 | 0
2026-07-08 08:34:57,Luxury Tax Calculator,ADDED,Luxury Tax | 0 | 13628752 | 0 | 0 | 0 | 0 | 10865455 | 23501723 | 0 | 0 | 972843 | 10706857.6 | 0 | 0 | 0 | 10244835 | 0 | 2536082 | 435790.92 | 28067811 | 64457758 | 29970320.04 | 17700978.3 | 29009155.52 | 6712130.274 | 16311062 | 0 | 8767635.14 | 0 | 0
2026-07-08 08:34:57,Luxury Tax Calculator,ADDED,1st Incremental Tax Bracket | 0 | 17055000 | 0 | 0 | 0 | 0 | 5685000 | 17055000 | 0 | 0 | 972843 | 5685000 | 0 | 0 | 0 | 5685000 | 0 | 2536082 | 435790.92 | 5685000 | 5685000 | 5685000 | 5685000 | 17055000 | 5685000 | 5685000 | 0 | 5685000 | 0 | 0
2026-07-08 08:34:57,Luxury Tax Calculator,ADDED,2nd Incremental Tax Bracket | 0 | 18476250 | 0 | 0 | 0 | 0 | 6475568.75 | 18476250 | 0 | 0 | 0 | 6277322 | 0 | 0 | 0 | 5699793.75 | 0 | 0 | 0 | 7106250 | 7106250 | 7106250 | 7106250 | 18476250 | 1283912.843 | 7106250 | 0 | 3853293.925 | 0 | 0
2026-07-08 08:34:57,Luxury Tax Calculator,REMOVED,Tax Liability | 0 | 47954386 | 0 | 0 | 0 | 0 | 0 | 110694991.8 | 0 | 0 | 972843 | 11962322 | 0 | 0 | 0 | 11384793.75 | 0 | 2536082 | 435790.92 | 87663507.75 | 237348750 | 98424340.23 | 35757146.93 | 150915955.3 | 6968912.843 | 30084967 | 0 | 9538293.925 | 0 | 0
2026-07-08 08:34:57,Luxury Tax Calculator,ADDED,Tax Liability | 0 | 47954386 | 0 | 0 | 0 | 0 | 12160568.75 | 110694991.8 | 0 | 0 | 972843 | 11962322 | 0 | 0 | 0 | 11384793.75 | 0 | 2536082 | 435790.92 | 87663507.75 | 237348750 | 98424340.23 | 35757146.93 | 150915955.3 | 6968912.843 | 30084967 | 0 | 9538293.925 | 0 | 0
2026-07-08 08:35:57,DAL,REMOVED,"Flagg, Cooper | 1 - FULL SEASON | 14517480.0 | 15208680.0 | 19178145.0 |  |  |  | 48904305"
2026-07-08 08:35:57,DAL,ADDED,"Aldama, Santi | 1 - FULL SEASON | 17007043.0 | 17007043.0 |  |  |  |  | 34014086"
2026-07-08 08:35:57,DAL,REMOVED,"Johnson, AJ | 1 - FULL SEASON | 3237120.0 | 5493392.640000001 |  |  |  |  | 8730512.64"
2026-07-08 08:35:57,DAL,ADDED,"Sasser, Marcus | 1 - FULL SEASON | 5198982.720000001 |  |  |  |  |  | 5198982.72"
2026-07-08 08:35:57,DAL,REMOVED,"Aldama, Santi | 1 - FULL SEASON | 17007043.0 | 17007043.0 |  |  |  |  | 34014086"
2026-07-08 08:35:57,DAL,REMOVED, |  |  |  |  |  |  |  | 0
2026-07-08 08:35:57,DAL,REMOVED,"Sasser, Marcus | 1 - FULL SEASON | 5198982.720000001 |  |  |  |  |  | 5198982.72"
2026-07-08 08:35:57,DAL,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 227515848.8 | 166733278.8 | 91260884 | 40339896.24 | 0 | 0 | 525849907.9"
2026-07-08 08:35:57,DAL,ADDED, |  |  |  |  |  |  |  | 0
2026-07-08 08:35:57,DAL,ADDED, |  |  |  |  |  |  |  | 0
2026-07-08 08:35:57,DAL,ADDED, |  |  |  |  |  |  |  | 0
2026-07-08 08:35:57,DAL,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 209761248.8 | 146031206.2 | 72082739 | 40339896.24 | 0 | 0 | 468215090.2"
2026-07-08 08:35:57,DAL,REMOVED,Players Under Contract |  | 195549238.8 | 163522062.6 | 91260884 | 40339896.24 | 0 | 0 | BOLD = Option Year
2026-07-08 08:35:57,DAL,REMOVED,"Full Season Contracts |  | 195549238.8 | 163522062.6 | 91260884 | 40339896.24 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:35:57,DAL,ADDED,Players Under Contract |  | 177794638.8 | 142819990 | 72082739 | 40339896.24 | 0 | 0 | BOLD = Option Year
2026-07-08 08:35:57,DAL,ADDED,"Full Season Contracts |  | 177794638.8 | 142819990 | 72082739 | 40339896.24 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:35:57,DAL,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 16"
2026-07-08 08:35:57,DAL,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 0"
2026-07-08 08:35:57,DAL,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 14"
2026-07-08 08:35:57,DAL,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 1"
2026-07-08 08:35:57,DET,REMOVED,"LeVert, Caris | 1 - FULL SEASON | 14809200.0 |  |  |  |  |  | 14809200"
2026-07-08 08:35:57,DET,REMOVED,"Jenkins, Daniss | 1 - FULL SEASON | 4000000.0 |  |  |  |  |  | 4000000"
2026-07-08 08:35:57,DET,ADDED, |  |  |  |  |  |  |  | 0
2026-07-08 08:35:57,DET,ADDED,"Joe, Isaiah | 1 - FULL SEASON | 11323006.0 | 11323006.0 |  |  |  |  | 22646012"
2026-07-08 08:35:57,DET,REMOVED,"TEAM SALARY (Art, I §1 (nnn)): |  | 187458468.6 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | 409154821.7"
2026-07-08 08:35:57,DET,ADDED,"TEAM SALARY (Art, I §1 (nnn)): |  | 179972274.6 | 99013908.2 | 65193742 | 68811708.96 | 0 | 0 | 412991633.7"
2026-07-08 08:35:57,DET,REMOVED,Players Under Contract |  | 131373008 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | BOLD = Option Year
2026-07-08 08:35:57,DET,REMOVED,"Full Season Contracts |  | 131373008 | 87690902.2 | 65193742 | 68811708.96 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:35:57,DET,ADDED,Players Under Contract |  | 123886814 | 99013908.2 | 65193742 | 68811708.96 | 0 | 0 | BOLD = Option Year
2026-07-08 08:35:57,DET,ADDED,"Full Season Contracts |  | 123886814 | 99013908.2 | 65193742 | 68811708.96 | 0 | 0 | *=Projected Exten,,"
2026-07-08 08:35:57,DET,REMOVED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 13"
2026-07-08 08:35:57,DET,REMOVED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 2"
2026-07-08 08:35:57,DET,REMOVED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 0"
2026-07-08 08:35:57,DET,ADDED,"Avg, Salary (Mean) (ALL Compensation Obligations) |  |  | Players Under Contract |  | 12"
2026-07-08 08:35:57,DET,ADDED,"Avg, Salary (Mean) (No 10-Day K's) |  |  | Avaiable Spots |  | 3"
2026-07-08 08:35:57,DET,ADDED,"Avg, Salary (Mean) (No 10-Day K's & ROS) |  |  | Players to Reach Roster Min, |  | 1"
2026-07-08 08:35:57,Luxury Tax Calculator,REMOVED,Luxury Tax | 0 | 13628752 | 0 | 0 | 0 | 0 | 10865455 | 23501723 | 0 | 0 | 972843 | 10706857.6 | 0 | 0 | 0 | 10244835 | 0 | 2536082 | 435790.92 | 28067811 | 64457758 | 29970320.04 | 17700978.3 | 29009155.52 | 6712130.274 | 16311062 | 0 | 8767635.14 | 0 | 0
2026-07-08 08:35:57,Luxury Tax Calculator,REMOVED,1st Incremental Tax Bracket | 0 | 17055000 | 0 | 0 | 0 | 0 | 5685000 | 17055000 | 0 | 0 | 972843 | 5685000 | 0 | 0 | 0 | 5685000 | 0 | 2536082 | 435790.92 | 5685000 | 5685000 | 5685000 | 5685000 | 17055000 | 5685000 | 5685000 | 0 | 5685000 | 0 | 0
2026-07-08 08:35:57,Luxury Tax Calculator,REMOVED,2nd Incremental Tax Bracket | 0 | 18476250 | 0 | 0 | 0 | 0 | 6475568.75 | 18476250 | 0 | 0 | 0 | 6277322 | 0 | 0 | 0 | 5699793.75 | 0 | 0 | 0 | 7106250 | 7106250 | 7106250 | 7106250 | 18476250 | 1283912.843 | 7106250 | 0 | 3853293.925 | 0 | 0
2026-07-08 08:35:57,Luxury Tax Calculator,ADDED,Luxury Tax | 0 | 13628752 | 0 | 0 | 0 | 0 | 0 | 23501723 | 0 | 0 | 972843 | 10706857.6 | 0 | 0 | 0 | 10244835 | 0 | 2536082 | 435790.92 | 28067811 | 64457758 | 29970320.04 | 17700978.3 | 29009155.52 | 6712130.274 | 16311062 | 0 | 8767635.14 | 0 | 0
2026-07-08 08:35:57,Luxury Tax Calculator,ADDED,1st Incremental Tax Bracket | 0 | 17055000 | 0 | 0 | 0 | 0 | 0 | 17055000 | 0 | 0 | 972843 | 5685000 | 0 | 0 | 0 | 5685000 | 0 | 2536082 | 435790.92 | 5685000 | 5685000 | 5685000 | 5685000 | 17055000 | 5685000 | 5685000 | 0 | 5685000 | 0 | 0
2026-07-08 08:35:57,Luxury Tax Calculator,ADDED,2nd Incremental Tax Bracket | 0 | 18476250 | 0 | 0 | 0 | 0 | 0 | 18476250 | 0 | 0 | 0 | 6277322 | 0 | 0 | 0 | 5699793.75 | 0 | 0 | 0 | 7106250 | 7106250 | 7106250 | 7106250 | 18476250 | 1283912.843 | 7106250 | 0 | 3853293.925 | 0 | 0
2026-07-08 08:35:57,Luxury Tax Calculator,REMOVED,Tax Liability | 0 | 47954386 | 0 | 0 | 0 | 0 | 12160568.75 | 110694991.8 | 0 | 0 | 972843 | 11962322 | 0 | 0 | 0 | 11384793.75 | 0 | 2536082 | 435790.92 | 87663507.75 | 237348750 | 98424340.23 | 35757146.93 | 150915955.3 | 6968912.843 | 30084967 | 0 | 9538293.925 | 0 | 0
2026-07-08 08:35:57,Luxury Tax Calculator,ADDED,Tax Liability | 0 | 47954386 | 0 | 0 | 0 | 0 | 0 | 110694991.8 | 0 | 0 | 972843 | 11962322 | 0 | 0 | 0 | 11384793.75 | 0 | 2536082 | 435790.92 | 87663507.75 | 237348750 | 98424340.23 | 35757146.93 | 150915955.3 | 6968912.843 | 30084967 | 0 | 9538293.925 | 0 | 0
2026-07-08 08:36:58,ATL,ADDED,"Wiggins, Aaron | 1 - FULL SEASON | 9028038.0 | 8168226.0 | 8168226.0 |  |  |  | 25364490"
2026-07-08 08:36:58,ATL,REMOVED, |  |  |  |  |  |  |  | 0
